target,variant_id,held_out_group,held_out_size,task_group_count,positive_count,negative_count,prevalence,predicted_positive_count,predicted_positive_rate,selected_config_id,selected_threshold,inner_n_splits,metric_status,pr_auc_average_precision,positive_f1,roc_auc,precision,recall,f2,balanced_accuracy,mcc,ap_lift,false_positive_count,false_positive_rate,specificity,probability_mean,probability_median,probability_max
success,S6_termination_repetition_only,assistantbench,24,6,2,22,0.08333333333333333,12,0.5,B2_C1p0_cw_balanced,0.4,5,ok,0.12878787878787878,0.2857142857142857,0.6590909090909091,0.16666666666666666,1.0,0.5,0.7727272727272727,0.30151134457776363,0.045454545454545456,10,0.45454545454545453,0.5454545454545454,0.4479316126703438,0.39119149091117866,0.7394675835450084
success,S6_termination_repetition_only,visualwebarena,24,8,12,12,0.5,14,0.5833333333333334,B2_C10p0_cw_none,0.3,5,ok,0.7529761904761905,0.8461538461538461,0.8333333333333334,0.7857142857142857,0.9166666666666666,0.8870967741935484,0.8333333333333333,0.6761234037828132,0.25297619047619047,3,0.25,0.75,0.3503406898365525,0.45882275517838683,0.5303068133765972
success,S6_termination_repetition_only,webarena,84,22,25,59,0.2976190476190476,53,0.6309523809523809,B2_C1p0_cw_none,0.25,5,ok,0.4165249445070118,0.5128205128205128,0.6494915254237288,0.37735849056603776,0.8,0.6535947712418301,0.6203389830508474,0.2280413278553772,0.11890589688796416,33,0.559322033898305,0.44067796610169496,0.39372437123127346,0.46754503882552023,0.6849878770350282
success,S6_termination_repetition_only,workarena,60,15,19,41,0.31666666666666665,13,0.21666666666666667,B2_C10p0_cw_balanced,0.6,5,ok,0.7481061759801373,0.6875,0.8292682926829268,0.8461538461538461,0.5789473684210527,0.6179775280898876,0.7650834403080873,0.5986330879328777,0.43143950931347064,2,0.04878048780487805,0.9512195121951219,0.38713294656336106,0.3963656625020745,0.6962524954788217
side_effect,S6_termination_repetition_only,assistantbench,24,6,0,24,0.0,13,0.5416666666666666,B2_C0p1_cw_balanced,0.45,5,single_class_negative,,,,,,,,,,13,0.5416666666666666,0.45833333333333337,0.4745064293551273,0.5574504918529832,0.5786239573642441
side_effect,S6_termination_repetition_only,visualwebarena,24,8,2,22,0.08333333333333333,9,0.375,B2_C0p1_cw_balanced,0.55,5,ok,0.0804093567251462,0.0,0.2272727272727273,0.0,0.0,0.0,0.29545454545454547,-0.2335496832484569,-0.0029239766081871343,9,0.4090909090909091,0.5909090909090908,0.49664654468659625,0.4401571207611783,0.6327131612587183
side_effect,S6_termination_repetition_only,webarena,87,22,8,79,0.09195402298850575,29,0.3333333333333333,B2_C10p0_cw_balanced,0.55,4,ok,0.07379629899867013,0.05405405405405406,0.3251582278481013,0.034482758620689655,0.125,0.08196721311475409,0.3852848101265823,-0.14063598761575297,-0.018157723989835617,28,0.35443037974683544,0.6455696202531646,0.29939548471287886,0.051844602612246354,0.8132013877621106
side_effect,S6_termination_repetition_only,workarena,60,15,2,58,0.03333333333333333,26,0.43333333333333335,B2_C10p0_cw_balanced,0.45,5,ok,0.029284591194968554,0.0,0.15517241379310348,0.0,0.0,0.0,0.27586206896551724,-0.16238586255274184,-0.004048742138364779,26,0.4482758620689655,0.5517241379310345,0.4154239448808268,0.1894245019291984,0.9750793515018871
looping,S6_termination_repetition_only,assistantbench,24,6,11,13,0.4583333333333333,12,0.5,B2_C0p1_cw_balanced,0.4,5,ok,0.8515918425009334,0.8695652173913043,0.8986013986013985,0.8333333333333334,0.9090909090909091,0.8928571428571429,0.8776223776223776,0.7526178090063816,0.39325850916760013,2,0.15384615384615385,0.8461538461538461,0.45863635237260697,0.44618614537333345,0.9234785965219586
looping,S6_termination_repetition_only,visualwebarena,24,8,7,17,0.2916666666666667,7,0.2916666666666667,B2_C0p1_cw_none,0.5,5,ok,0.9093537414965986,0.8571428571428571,0.9663865546218487,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8991596638655461,0.7983193277310925,0.6176870748299319,1,0.058823529411764705,0.9411764705882353,0.3693079316437631,0.2670962201677363,0.9494906931133122
looping,S6_termination_repetition_only,webarena,88,22,37,51,0.42045454545454547,31,0.3522727272727273,B2_C0p1_cw_none,0.4,5,ok,0.8907852285453297,0.7941176470588235,0.917064122946476,0.8709677419354839,0.7297297297297297,0.7541899441340782,0.825649178590355,0.6730505105853104,0.47033068309078424,4,0.0784313725490196,0.9215686274509804,0.37029986114038105,0.24174713543206416,0.9684255906442065
looping,S6_termination_repetition_only,workarena,60,15,37,23,0.6166666666666667,46,0.7666666666666667,B2_C0p1_cw_none,0.35,5,ok,0.9536936052176296,0.8674698795180723,0.9306698002350177,0.782608695652174,0.972972972972973,0.9278350515463918,0.7690951821386605,0.618668158322934,0.3370269385509629,10,0.43478260869565216,0.5652173913043479,0.6619193344763292,0.7691231114872008,0.9764027959136903
